group,user_serendipity
0,0.7252183138395363
1,0.6392708498395185
2,0.6975849425629368
3,0.6133127897321005
4,0.6486320080760026
5,0.6802459972735537
6,0.70063326528612
9,0.7185273713270529
10,0.6069686975085634
11,0.6605929627740224
12,0.5736622188729693
13,0.738076834852444
14,0.6585339849068634
15,0.6833037670525036
17,0.6808020975675175
18,0.6715508084232303
