261	-0.14800705 -0.6224939 0.3500343 0.31369624 -0.10466925 -0.30606198 0.5016197 -0.0063967034 0.044065922 -0.26743916 0.57131624 0.23552817 0.2585914 -0.50597656 0.18572448 -0.26042366 0.015107783 0.7886576 -0.3069443 0.33886197 -0.29153067 0.34270415 0.6001341 -0.20920762 0.011918545 0.2416741 0.06952814 -0.37663582 -0.27176943 0.08986849 0.65350753 0.19852796 -0.10306512 0.15688238 0.19180264 -0.1456835 -0.41574702 -0.25255263 0.5872629 0.025911395 0.2475146 -0.42367935 0.9505822 0.6039688 -0.39558604 -0.38254002 0.11366762 0.13450585 0.99644196 -0.4180157 0.7203307 0.4533372 0.282676 -0.4834153 0.09211102 -0.591123 0.57194686 -0.031747144 -0.37778503 0.727395 -0.111816466 0.23112734 0.12869547 0.4220093
28	0.2386451 0.09689156 -0.4522432 -0.026312992 -0.061948523 0.9307913 0.28834215 0.40164787 0.36102432 -0.19962963 0.56992203 0.072514296 0.55828243 -0.16383448 -0.4691093 0.27772176 -0.1547684 -0.34154108 -0.45065504 0.56937474 -0.4282163 -0.14325711 -0.6761646 0.11862906 -0.32577366 -0.27069408 -0.30662137 -0.23688751 -0.35530725 -0.18297379 0.6712691 0.578883 -0.75255346 -0.277122 0.16019195 0.3693178 0.33562654 -0.5994867 0.73104334 0.53151554 0.39538437 0.5167027 -0.06447327 -0.61714935 -0.9584393 -0.73444986 0.12267526 -0.36261934 0.42603523 0.46100637 0.010031529 0.2934353 -0.023872755 -0.875566 0.28978845 -0.35944435 -0.51266205 0.052327447 0.50584364 0.35938752 -0.4564668 0.38170636 0.084551215 -0.16122381
235	0.0515119 -0.050544593 -0.49189296 0.6304482 -0.3953994 -0.57131344 0.30841547 -0.33222324 0.40566158 -0.2164199 0.07528924 0.6582874 0.060928755 -0.590294 -0.43919486 0.4253958 -0.18787476 -0.15406659 -0.39512247 0.24855798 -0.6205485 0.5298696 -0.55670303 0.1593073 -0.5708054 -0.048301924 -0.15995441 -0.3529936 -0.79967946 0.80455124 0.3108638 0.36175835 -0.5441433 -0.13980375 0.49885422 -0.029992621 -0.18863386 -0.58482397 0.30287492 0.1665118 0.31099728 0.61008877 0.044347517 -0.60408777 -0.28437936 0.15387854 0.433367 0.039912246 -0.15002993 0.12516987 -0.09817245 0.36327365 -0.60482466 -0.30538887 0.13213944 -0.18296656 -0.6042564 0.29899675 0.43104792 -0.20809193 -0.18094982 0.044679873 0.36749724 0.82124263
80	0.09352946 -0.20458764 -0.3808611 0.24556658 0.18345265 0.7871417 0.22725987 -0.1642937 0.19147237 -0.09366459 -0.5191052 -0.3339123 0.06873304 -0.5214906 -0.343967 0.25973722 0.4337842 0.020093838 0.15066239 0.11990989 -0.15470645 0.006338652 -0.58677125 0.33689067 -0.12180884 -0.27504787 0.41081157 0.12500006 -0.19225773 0.3905936 0.3251181 0.09454716 -0.35472536 0.10251914 -0.2392888 -0.5744044 0.08229188 0.18603371 0.033545412 -0.22853076 0.020901136 0.50006974 -0.65278596 -0.56733996 -0.20919195 0.07152829 0.03725154 -0.15318851 0.14668405 0.28486854 -0.35316536 0.37698084 -0.34652805 0.329522 -0.27932712 -0.2315803 -0.5159711 0.037414175 0.48476836 -0.10615566 -0.17657357 -0.3412848 0.15135343 -0.57207763
37	-0.22982268 -0.27387312 0.040036745 -0.123584874 0.049485177 0.38288027 0.19417426 -0.65472203 0.03942634 -0.30868006 -0.16894004 -0.23072527 0.002940707 -0.0032853186 0.14858484 0.24036384 0.048718654 -0.18753642 -0.21467327 -0.43415776 -0.0757714 -0.2795181 -0.024606053 -0.15630102 -0.035099838 -0.005445905 0.3760081 0.3845454 -0.17435175 0.084406406 -0.038477063 0.08446696 -0.15599383 -0.2672768 -0.017163504 -0.24315278 0.37945634 -0.07176334 -0.21411456 0.013828628 0.014204182 -0.027006907 -0.54310143 -0.11414301 0.3794232 0.16628253 -0.17437752 0.123570524 -0.29353777 0.034462474 -0.051828437 0.1924795 -0.029271016 -0.0014250372 -0.15218234 0.01347761 0.057694845 -0.18202181 -0.011350606 -0.17572345 0.45693183 0.15118386 0.026425533 -0.2211615
117	0.550024 -0.18249896 -0.386821 0.5185007 -0.65248954 -0.7982382 0.4848454 0.3559457 0.38417017 0.011559263 0.19495124 0.92431104 0.5167787 -0.93184423 -0.5335232 0.42148882 -0.28675508 -0.1682472 -0.3205436 0.6783175 -0.53661597 0.5989557 -0.52262354 -0.31734228 -0.50414705 -0.21810651 -0.3158875 -0.88837457 -0.88586867 1.0322856 0.7645002 0.4229464 -0.6089375 -0.34771782 0.128855 0.12342109 -0.24663031 -0.77267575 0.4288174 0.17270619 0.24553423 0.6313562 0.36252597 -0.51785874 -0.55136514 -0.08294044 0.43405882 -0.044006605 0.52648634 0.19238374 0.26112655 0.22153202 -0.031187959 -0.559654 0.37144327 -0.35621393 -0.61038 0.23687452 0.42154127 0.037731517 -0.4380733 0.62554324 0.11272852 0.7098526
114	-0.0800482 -0.82912266 -0.29333943 0.46434912 -0.056738786 0.18304084 0.08232621 -0.29769108 0.14434826 -0.7831993 0.0883694 0.031691954 0.1302402 0.025714822 -0.28609467 0.28944674 0.086244196 -0.27318794 0.14120774 0.32361916 0.034242716 0.3919765 -0.2097725 -0.13246053 -0.45819938 -0.30111217 -0.199928 0.32092515 -0.36596027 0.059229195 0.22074455 0.3043663 -0.4297449 -0.6405673 0.7061412 0.22309169 -0.52536523 -0.16716565 0.13153017 0.21803543 0.39766374 0.09884989 -0.2212016 -0.30872473 -0.42233098 -0.12121989 0.1811882 -0.5052343 -0.36647806 -0.26307943 0.09707707 0.35503954 -0.22598194 -0.76990616 0.053414166 -0.41311422 -0.24362966 0.07854882 0.20923235 0.4398891 0.11219928 -0.45278636 0.61105895 0.31273764
110	-0.36253053 0.19579914 -0.19383106 0.07351808 -0.34350643 0.78109664 0.20533031 0.44057876 -0.13172124 0.18119794 -0.53865886 -0.19477068 -0.019473694 -0.56922084 -0.38344303 -0.24409886 0.39756066 -0.34551394 0.36913404 -0.30472273 -0.24370436 -0.406269 -0.48958877 -0.2600001 0.42014953 0.17645366 0.009168526 0.33341634 0.3173758 -0.036960237 0.26155764 0.21019202 -0.35551178 -0.7222575 0.20104048 -0.2724352 0.25442138 0.7022358 0.2548347 -0.4072731 -0.3527892 0.19358742 -0.79672533 -0.47976044 -0.5180802 0.08797678 0.12815647 0.03689024 0.68056077 -0.19213997 -0.29950547 0.39193276 0.4489529 -0.06596927 0.5699963 -0.44574723 -0.10217575 0.26912707 0.19430912 0.1612252 -0.19719064 -0.1292347 0.24207307 -0.58224696
103	-0.077061616 0.03841529 -0.12178691 0.20657074 -0.07635119 -0.21342653 0.183418 0.2016741 0.19183196 0.27641356 0.25922212 0.26229334 -0.020548321 -0.39576983 -0.11071044 -0.16944443 0.29395238 0.19104552 -0.034675367 0.2989754 -0.09767842 0.06329638 -0.08266665 0.4981607 -0.3301935 0.3388191 0.12237255 -0.28722966 -0.30756074 0.30481973 0.34924936 -0.013940096 -0.2537343 0.21678801 0.14251101 -0.13663313 -0.17315698 -0.11814921 -0.05672657 -0.029471105 -0.19981222 0.22531573 0.45704287 -0.041181356 -0.033290572 0.076062374 0.2957983 0.2844284 0.46775627 -0.20292962 -0.15073259 -0.10297871 -0.0099284 0.14869371 0.2074491 -0.013546779 -0.15807381 -0.25606865 0.088492945 0.18750615 0.06384038 0.08854826 -0.099796206 0.38286975
74	-0.04617404 -0.18638372 -0.11227133 -0.048979454 0.054526463 0.23668082 0.08212198 -0.259804 0.08473024 -0.25606397 0.17197236 -0.29299584 0.0414859 0.08142461 -0.071247116 0.107175685 0.12755781 -0.25212777 -0.2777082 -0.055055857 -0.17049503 -0.059846845 -0.114157684 -0.133955 -0.20667404 0.07134036 0.19613077 -0.0077735325 -0.11734322 0.009064782 0.012557585 0.07830745 -0.10889705 -0.23090288 -0.048281986 0.07766172 0.3364359 0.03849694 -0.22091183 -0.034795165 -0.10593241 0.1497158 -0.06477585 -0.10973846 0.3584743 0.07012616 -0.29573214 0.17972475 -0.15572695 0.022044437 -0.015023392 -0.051291514 -0.14761652 0.2510801 -0.04564149 -0.057324596 -0.058478214 -0.15623975 0.054015722 -0.13199428 0.48015645 0.05773869 0.049146548 -0.20402305
24	0.14683317 -0.30978924 -0.30010554 0.4340698 -0.5211725 -0.57445925 0.4152128 -0.36601624 0.27957615 -0.23562354 -0.42234164 0.79123026 0.31596613 -0.4915077 -0.4378304 0.5110157 -0.37325647 -0.58575284 -0.6450609 0.33778065 -0.37225255 0.012015186 -0.3478056 -0.54790026 -0.5662303 -0.43328166 0.082562104 -0.34394795 -0.7753024 0.9955318 0.48775563 0.48402333 -0.4899047 -0.12094335 0.4643207 -0.15080914 -0.07403085 -0.7583459 0.10579992 -0.013018072 0.2768696 0.39920136 -0.0024706721 -0.44955295 -0.30763653 -0.14341971 0.38992193 -0.14020993 0.040019166 -0.014810331 0.2241921 0.28017724 -0.049187418 -0.6271218 0.27205747 -0.21213163 -0.3731305 0.34182948 0.2458471 -0.30297917 0.0050863773 0.16446993 -0.19800624 0.7568257
107	0.21787733 0.16354126 -0.11348497 0.22653462 -0.10892776 -0.4336763 0.16881484 -0.03732563 0.27662387 0.026503762 0.19584419 0.43499756 -0.014577728 -0.3225791 -0.18917389 0.07650018 -0.2656377 0.34979984 0.11046612 0.3524712 -0.32869467 0.28023118 -0.21594377 0.33666825 -0.20710745 -0.23387185 -0.37475666 -0.09278897 -0.37025496 0.47612703 0.2496395 -0.06687764 -0.36227626 -0.0636916 0.26538166 -0.10663364 -0.4405363 -0.26128295 0.12315959 0.31743428 0.40067503 0.3202571 0.31270823 -0.2614926 -0.4405382 -0.5582297 0.49281976 0.026578467 0.26429388 0.107767865 -0.067187175 0.237887 -0.16452324 -0.18706012 0.27318138 0.11117394 -0.32098356 0.3755654 0.1944977 0.27813154 -0.46056816 0.25130954 0.46480215 0.57551557
135	0.0789748 -0.03230875 -0.54225314 0.10046637 -0.3312904 0.69697833 0.5015804 -0.10335538 0.66892993 -0.3603728 0.5781647 -0.13710678 0.42130065 -0.26315653 -0.47755736 0.20373054 -0.019008342 0.29549003 -0.23974045 0.0128849 -0.7016373 0.40833607 -0.63294417 -0.63763714 -0.5769822 -0.30217737 0.08379306 -0.2702763 0.06448299 0.11057979 0.4009925 0.6758166 -0.13526672 -0.11148153 0.6154556 0.43842044 -0.4532071 -0.21375856 0.26144984 0.6497752 0.21287487 0.47577116 0.64126563 -0.6433462 -0.16885045 -0.6396179 0.10501132 0.06912931 0.20824274 0.27492005 0.13585451 0.5333831 -0.26634824 -0.5961647 -0.026333638 -0.2503101 -0.40326992 0.011836581 0.52729326 0.58117783 0.03761304 0.20358115 0.2118077 -0.13760611
